id,buggy_code,fixed_code,commit_message,commit_url,date
110,"if x = 5:
    print('x is 5')
# Sample ID: 110","if x == 5:
    print('x is 5')
# Sample ID: 110",Minor syntax corrections,https://github.com/open-source-repo/commit/54cde71d53e75664c32c82cdb7633af5fb76c53a,2023-11-17
111,"for i in range(10):
print(i)
# Sample ID: 111","for i in range(10):
    print(i)
# Sample ID: 111",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/0641d3094b539d97b9b52800cc21c7faf522e16a,2025-04-15
112,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 112","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 112",Updated function definition to include colon,https://github.com/open-source-repo/commit/ead39d0d396da0c062d955a78a9b32bb033e5eaf,2024-02-29
113,"while True
    do_something()
# Sample ID: 113","while True:
    do_something()
# Sample ID: 113",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/93ffd68b2a3a443d842d3578649903d88560d8b1,2024-09-05
114,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 114","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 114",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/9cdd1f1a6a06b39671b67a7ef545ee6ff9dbe76b,2025-07-18
115,"while True
    do_something()
# Sample ID: 115","while True:
    do_something()
# Sample ID: 115",Improved readability with proper indentation,https://github.com/open-source-repo/commit/77181b31183387cefedafb607db687099681ab2c,2025-01-21
116,"def foo()
    print('Missing colon in function definition')
# Sample ID: 116","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 116",Updated function definition to include colon,https://github.com/open-source-repo/commit/dbcf8d7cacf463a83f655c6ded2ac684b0ec4a51,2024-06-24
117,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 117","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 117",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/4320be26d449ea2269aca23525388765e2ad852d,2023-11-20
118,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 118","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 118",Minor syntax corrections,https://github.com/open-source-repo/commit/6895c0fcdc0fee2082c4301c78b5073bf40b621f,2025-04-19
119,"def add(a, b)
    return a + b
# Sample ID: 119","def add(a, b):
    return a + b
# Sample ID: 119",Added missing parentheses for print function,https://github.com/open-source-repo/commit/0f263870061adf24f20dbf0e15e14542944d658b,2024-08-30
120,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 120","def greet(name):
    print('Hello, ' + name)
# Sample ID: 120",Minor syntax corrections,https://github.com/open-source-repo/commit/eedf384dc5050f53586108e21b266058fc7511f5,2024-02-21
121,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 121","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 121",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/0fa5b355be36be5aafa39e1d4fbfae0cbbe31647,2025-04-08
122,"x = [1, 2, 3]
print x
# Sample ID: 122","x = [1, 2, 3]
print(x)
# Sample ID: 122",Improved readability with proper indentation,https://github.com/open-source-repo/commit/eeb1b6638af55c15d94fc3ec673bf88df84a819c,2024-10-22
123,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 123","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 123",Added missing parentheses for print function,https://github.com/open-source-repo/commit/fee83e06ff1e66422990c6a519347652647ccff0,2025-04-17
124,"def foo()
    print('Missing colon in function definition')
# Sample ID: 124","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 124",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/28dd4ce1145f67b61553086f4353cd7a9e5ab27c,2024-02-14
125,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 125","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 125",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/dc44a8386cd6873132fd1da303243dec991610a1,2024-01-29
126,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 126","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 126",Updated function definition to include colon,https://github.com/open-source-repo/commit/13a1540b948d41a2b400e40a3fdd890b3976bff4,2025-01-28
127,"x = [1, 2, 3]
print x
# Sample ID: 127","x = [1, 2, 3]
print(x)
# Sample ID: 127",Improved readability with proper indentation,https://github.com/open-source-repo/commit/74585a854781c3576ca258fd7703ab0282960e71,2024-10-23
128,"while True
    do_something()
# Sample ID: 128","while True:
    do_something()
# Sample ID: 128",Updated function definition to include colon,https://github.com/open-source-repo/commit/6f661d3e619e841b3541c195a6b2516656846322,2025-06-16
129,"def foo()
    print('Missing colon in function definition')
# Sample ID: 129","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 129",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/09523a80ac22c934ec006173f608662f4d1af4d5,2024-05-25
130,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 130","def greet(name):
    print('Hello, ' + name)
# Sample ID: 130",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/6b4e4f937e1c86ed199752664c55f583e153d50e,2023-10-08
131,"for i in range(10):
print(i)
# Sample ID: 131","for i in range(10):
    print(i)
# Sample ID: 131",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/c379986745cd37dd1cd04f85bad0061a8cf45e28,2023-12-14
132,"while True
    do_something()
# Sample ID: 132","while True:
    do_something()
# Sample ID: 132",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/29e33769376d3ce09134bb0c39e0f704c2302400,2024-07-31
133,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 133","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 133",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/daf590b515721906b0de07e7a20cb58f089cae35,2024-11-05
134,"def foo()
    print('Missing colon in function definition')
# Sample ID: 134","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 134",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/a1d3f800670d4fd6bad1e4d83d8129591be60090,2024-07-26
135,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 135","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 135",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/3e6553ea0a2daacff8e18984cb313e48237a0b48,2025-04-27
136,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 136","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 136",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/72617ad28c219aa31573b5f995ebfb11234e4b11,2025-06-18
137,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 137","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 137",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/b17c740a3ab9b5df07e6470eb825089d3335f095,2023-08-01
138,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 138","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 138",Minor syntax corrections,https://github.com/open-source-repo/commit/dbadb71b1156a878b14a43f8c20cd1e4b6c9cc4c,2024-06-05
139,"x = [1, 2, 3]
print x
# Sample ID: 139","x = [1, 2, 3]
print(x)
# Sample ID: 139",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/2d399b3ecb6dba4ac84233863da1c6924883ec37,2024-02-02
140,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 140","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 140",Updated function definition to include colon,https://github.com/open-source-repo/commit/7f9732d671bccf91bcf468dd9d54e2bf4d9b5a6c,2025-05-02
141,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 141","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 141",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/8b719bf56c224aac674c3fbd01c7438b116ab0f5,2024-01-07
142,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 142","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 142",Updated function definition to include colon,https://github.com/open-source-repo/commit/8c2c9b1b50a64aece045ae33a775487a92d63919,2024-12-20
143,"while True
    do_something()
# Sample ID: 143","while True:
    do_something()
# Sample ID: 143",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/6aa962adea73b101fd6101d769f7ac0059b3d3ad,2024-11-23
144,"if x = 5:
    print('x is 5')
# Sample ID: 144","if x == 5:
    print('x is 5')
# Sample ID: 144",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/591e984df1b390481f51386617f4724ae020c7f5,2025-07-12
145,"def foo()
    print('Missing colon in function definition')
# Sample ID: 145","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 145",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/989b6d00e2e510bc7df7c3a44f5ff9d6e31dbfd0,2025-02-20
146,"if x = 5:
    print('x is 5')
# Sample ID: 146","if x == 5:
    print('x is 5')
# Sample ID: 146",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/37ce980632dc2d56072ee735dedd5680107e6efc,2023-11-10
147,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 147","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 147",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/df2b3b6d2921a72b055da9ddd95976afe78898c5,2024-07-03
148,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 148","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 148",Improved readability with proper indentation,https://github.com/open-source-repo/commit/305c68f9319b75b490eddaf4e076b2022397cc97,2023-12-06
149,"if x = 5:
    print('x is 5')
# Sample ID: 149","if x == 5:
    print('x is 5')
# Sample ID: 149",Updated function definition to include colon,https://github.com/open-source-repo/commit/9d2733321c7673f70c94da535830768cc6af0317,2025-04-13
150,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 150","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 150",Minor syntax corrections,https://github.com/open-source-repo/commit/83e813e4a072e87749a1ffa436c7b97d0de4a27e,2024-05-19
151,"x = [1, 2, 3]
print x
# Sample ID: 151","x = [1, 2, 3]
print(x)
# Sample ID: 151",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/75a9d65696edede7470595e28d12b5956bd41b4d,2023-08-02
152,"def add(a, b)
    return a + b
# Sample ID: 152","def add(a, b):
    return a + b
# Sample ID: 152",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/ecf5f7dd843945395abacad9bcb06af7b2d26025,2025-02-24
153,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 153","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 153",Updated function definition to include colon,https://github.com/open-source-repo/commit/ce51c4f9f9a14b64fac395b46a8537964466678e,2024-03-30
154,"def foo()
    print('Missing colon in function definition')
# Sample ID: 154","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 154",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/2830aa8cac3d631d515749c60871cd53447545e4,2025-06-10
155,"def foo()
    print('Missing colon in function definition')
# Sample ID: 155","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 155",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/286d2b94328261d930a62d43386ebc1954f9a98d,2024-03-15
156,"if x = 5:
    print('x is 5')
# Sample ID: 156","if x == 5:
    print('x is 5')
# Sample ID: 156",Improved readability with proper indentation,https://github.com/open-source-repo/commit/4bd03e244db02dbdb0dfbfe53151b21ce2deccfc,2024-11-29
157,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 157","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 157",Improved readability with proper indentation,https://github.com/open-source-repo/commit/2af16d1e76ccdc52db983d11da84fd9d067084f6,2024-04-06
158,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 158","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 158",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/4df7eab7973ccb689576fb20bfd5207ad1b0eaaf,2023-12-19
159,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 159","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 159",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/156f8c689432f404bc789c18d43d6372cfec73a4,2024-02-05
160,"if x = 5:
    print('x is 5')
# Sample ID: 160","if x == 5:
    print('x is 5')
# Sample ID: 160",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/c212522f668455be30bedadad1d16a44833c5511,2024-02-03
161,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 161","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 161",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/38d4e93d064cd6683b1a1d0763137113c1bf2be3,2023-10-16
162,"def add(a, b)
    return a + b
# Sample ID: 162","def add(a, b):
    return a + b
# Sample ID: 162",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/fadbb3da86a7e60aeda03a2d9709fa6887c5456f,2024-10-06
163,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 163","def greet(name):
    print('Hello, ' + name)
# Sample ID: 163",Added missing parentheses for print function,https://github.com/open-source-repo/commit/0dbdb5710f04ef40fa5ead66b3ea53a5d6f56ca2,2025-03-21
164,"def foo()
    print('Missing colon in function definition')
# Sample ID: 164","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 164",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/f218d81ff3cd4a0334c71c6a9e3da186d63f6f77,2023-12-17
165,"if x = 5:
    print('x is 5')
# Sample ID: 165","if x == 5:
    print('x is 5')
# Sample ID: 165",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/f89c8466a006cd3a127b79f552886702131daa33,2024-03-05
166,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 166","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 166",Updated function definition to include colon,https://github.com/open-source-repo/commit/80525649a25e8fff2fcb46a0d66a6f7181af66aa,2024-12-12
